ID;Категория;Артикул;Имя товара;Цена;Количество;Производитель;Опция:Цвет;GroupID;GroupID;ManufID
2586;Мобильные телефоны;1183519;Мобильный телефон Highscreen Fest XL;8349,0;2;Highscreen;;0;;25
2587;Мобильные телефоны;1183519;Мобильный телефон Highscreen Fest XL;7 898,0;2;Highscreen;оранжевый;18;;25
2588;Мобильные телефоны;1183519;Мобильный телефон Highscreen Fest XL;7 689,0;4;Highscreen;черный;4;;25
2589;Мобильные телефоны;1183519;Мобильный телефон Highscreen Fest XL;7 898,0;4;Highscreen;синий;6;;25
2590;Мобильные телефоны;1188758;Мобильный телефон Asus Zenfone 4 Pro 64GB ZS551KL;48169,0;11;Asus;;0;;12
2591;Мобильные телефоны;1188758;Мобильный телефон Asus Zenfone 4 Pro 64GB ZS551KL;48 169,0;8;Asus;черный;4;;12
2592;Мобильные телефоны;1244870;Мобильный телефон Oysters Arctic 450;1406,9;9;Oysters;;0;;46
2593;Мобильные телефоны;1244870;Мобильный телефон Oysters Arctic 450;1 406,9;10;Oysters;черный;4;;46
2594;Мобильные телефоны;179093;Мобильный телефон Sony Xperia P;5907,0;5;Sony;;0;;5
2595;Мобильные телефоны;179093;Мобильный телефон Sony Xperia P;5 907,0;7;Sony;красный;7;;5
2596;Мобильные телефоны;179093;Мобильный телефон Sony Xperia P;8 690,0;15;Sony;розовый;2;;5
2597;Мобильные телефоны;179093;Мобильный телефон Sony Xperia P;8 690,0;11;Sony;серебристый;3;;5
2598;Мобильные телефоны;179093;Мобильный телефон Sony Xperia P;5 907,0;8;Sony;серый;9;;5
2599;Мобильные телефоны;179093;Мобильный телефон Sony Xperia P;5 938,9;8;Sony;черный;4;;5
2600;Мобильные телефоны;179093;Мобильный телефон Sony Xperia P;5 907,0;4;Sony;белый;5;;5
2601;Мобильные телефоны;1039024;Мобильный телефон Texet TM-204;1419,0;8;Texet;;0;;28
2602;Мобильные телефоны;1039024;Мобильный телефон Texet TM-204;1 235,3;5;Texet;красный;7;;28
2603;Мобильные телефоны;1039024;Мобильный телефон Texet TM-204;1 235,3;8;Texet;бежевый;19;;28
2604;Мобильные телефоны;912076;Мобильный телефон Lenovo K6 Power 32GB;10989,0;11;Lenovo;;0;;23
2605;Мобильные телефоны;912076;Мобильный телефон Lenovo K6 Power 32GB;9 889,0;13;Lenovo;золотистый;1;;23
2606;Мобильные телефоны;912076;Мобильный телефон Lenovo K6 Power 32GB;9 889,0;3;Lenovo;серый;9;;23
2607;Мобильные телефоны;615871;Мобильный телефон Huawei Y3C Dual;3289,0;2;Huawei;;0;;4
2608;Мобильные телефоны;615871;Мобильный телефон Huawei Y3C Dual;3 289,0;8;Huawei;черный;4;;4
2609;Мобильные телефоны;615871;Мобильный телефон Huawei Y3C Dual;3 289,0;6;Huawei;белый;5;;4
2610;Мобильные телефоны;1154870;Мобильный телефон Ginzzu MB501;869,0;2;Ginzzu;;0;;45
2611;Мобильные телефоны;1154870;Мобильный телефон Ginzzu MB501;1 089,0;12;Ginzzu;красный;7;;45
2612;Мобильные телефоны;1154870;Мобильный телефон Ginzzu MB501;1 089,0;15;Ginzzu;черный;4;;45
2613;Мобильные телефоны;1020180;Мобильный телефон Asus Zenfone Go 8GB ZB690KG;8789,0;12;Asus;;0;;12
2614;Мобильные телефоны;1020180;Мобильный телефон Asus Zenfone Go 8GB ZB690KG;11 130,9;6;Asus;серый;9;;12
2615;Мобильные телефоны;1020180;Мобильный телефон Asus Zenfone Go 8GB ZB690KG;8 789,0;5;Asus;белый;5;;12
2616;Мобильные телефоны;641178;Мобильный телефон Lenovo Vibe P1M;8789,0;13;Lenovo;;0;;23
2617;Мобильные телефоны;641178;Мобильный телефон Lenovo Vibe P1M;7 689,0;6;Lenovo;черный;4;;23
2618;Мобильные телефоны;641178;Мобильный телефон Lenovo Vibe P1M;7 689,0;15;Lenovo;белый;5;;23
2619;Мобильные телефоны;50613;Мобильный телефон Nokia 7390;5500,0;7;Nokia;;0;;6
2620;Мобильные телефоны;50613;Мобильный телефон Nokia 7390;5 500,0;12;Nokia;коричневый;14;;6
2621;Мобильные телефоны;50613;Мобильный телефон Nokia 7390;5 500,0;9;Nokia;белый;5;;6
2622;Мобильные телефоны;1272454;Мобильный телефон Fly FS528 Memory Plus;5049,0;13;Fly;;0;;33
2623;Мобильные телефоны;1272454;Мобильный телефон Fly FS528 Memory Plus;5 049,0;3;Fly;золотистый;1;;33
2624;Мобильные телефоны;1272454;Мобильный телефон Fly FS528 Memory Plus;5 047,9;15;Fly;красный;7;;33
2625;Мобильные телефоны;1272454;Мобильный телефон Fly FS528 Memory Plus;5 047,9;5;Fly;черный;4;;33
2626;Мобильные телефоны;1272454;Мобильный телефон Fly FS528 Memory Plus;5 047,9;11;Fly;бежевый;19;;33
2627;Мобильные телефоны;57561;Мобильный телефон Nokia 2760;4068,9;2;Nokia;;0;;6
2628;Мобильные телефоны;57561;Мобильный телефон Nokia 2760;4 068,9;9;Nokia;серый;9;;6
2629;Мобильные телефоны;144310;Мобильный телефон Nokia C5 5 МP;4728,9;15;Nokia;;0;;6
2630;Мобильные телефоны;144310;Мобильный телефон Nokia C5 5 МP;4 075,5;7;Nokia;серый;9;;6
2631;Мобильные телефоны;144310;Мобильный телефон Nokia C5 5 МP;4 075,5;2;Nokia;черный;4;;6
2632;Мобильные телефоны;144310;Мобильный телефон Nokia C5 5 МP;4 075,5;6;Nokia;белый;5;;6
2633;Мобильные телефоны;797002;Мобильный телефон Meizu Pro 6 64GB;18689,0;5;Meizu;;0;;8
2634;Мобильные телефоны;797002;Мобильный телефон Meizu Pro 6 64GB;25 289,0;10;Meizu;золотистый;1;;8
2635;Мобильные телефоны;797002;Мобильный телефон Meizu Pro 6 64GB;28 589,0;10;Meizu;розовый;2;;8
2636;Мобильные телефоны;797002;Мобильный телефон Meizu Pro 6 64GB;28 589,0;5;Meizu;серый;9;;8
2637;Мобильные телефоны;797002;Мобильный телефон Meizu Pro 6 64GB;28 589,0;8;Meizu;белый;5;;8
2638;Мобильные телефоны;701219;Мобильный телефон ZTE Blade X3;7172,0;10;ZTE;;0;;9
2639;Мобильные телефоны;701219;Мобильный телефон ZTE Blade X3;7 172,0;12;ZTE;золотистый;1;;9
2640;Мобильные телефоны;701219;Мобильный телефон ZTE Blade X3;7 172,0;8;ZTE;черный;4;;9
2641;Мобильные телефоны;701219;Мобильный телефон ZTE Blade X3;7 172,0;2;ZTE;белый;5;;9
2642;Мобильные телефоны;62695;Мобильный телефон Nokia 8800 Arte;40700,0;10;Nokia;;0;;6
2643;Мобильные телефоны;1051249;Мобильный телефон SENSEIT E510;7579,0;14;SENSEIT;;0;;47
2644;Мобильные телефоны;1051249;Мобильный телефон SENSEIT E510;7 579,0;3;SENSEIT;черный;4;;47
2645;Мобильные телефоны;1199145;Мобильный телефон SENSEIT L208;2079,0;15;SENSEIT;;0;;47
2646;Мобильные телефоны;1199145;Мобильный телефон SENSEIT L208;2 079,0;8;SENSEIT;черный;4;;47
2647;Мобильные телефоны;1189260;Мобильный телефон MTC Smart Race 4G;2519,0;13;MTC;;0;;44
2648;Мобильные телефоны;1189260;Мобильный телефон MTC Smart Race 4G;2 519,0;6;MTC;черный;4;;44
2649;Мобильные телефоны;1189260;Мобильный телефон MTC Smart Race 4G;2 519,0;2;MTC;белый;5;;44
2650;Мобильные телефоны;1221051;Мобильный телефон Asus Zenfone 4 Selfie Lite 16GB ZB553KL;9768,0;9;Asus;;0;;12
2651;Мобильные телефоны;1221051;Мобильный телефон Asus Zenfone 4 Selfie Lite 16GB ZB553KL;9 667,9;10;Asus;золотистый;1;;12
2652;Мобильные телефоны;1221051;Мобильный телефон Asus Zenfone 4 Selfie Lite 16GB ZB553KL;9 667,9;12;Asus;розовый;2;;12
2653;Мобильные телефоны;1221051;Мобильный телефон Asus Zenfone 4 Selfie Lite 16GB ZB553KL;9 667,9;2;Asus;черный;4;;12
2654;Мобильные телефоны;949353;Мобильный телефон Micromax Canvas Juice 4 Q465;7128,0;12;Micromax;;0;;36
2655;Мобильные телефоны;949353;Мобильный телефон Micromax Canvas Juice 4 Q465;7 139,0;10;Micromax;золотистый;1;;36
2656;Мобильные телефоны;949353;Мобильный телефон Micromax Canvas Juice 4 Q465;7 139,0;11;Micromax;черный;4;;36
2657;Мобильные телефоны;949353;Мобильный телефон Micromax Canvas Juice 4 Q465;7 139,0;3;Micromax;бежевый;19;;36
2658;Мобильные телефоны;1141849;Мобильный телефон Micromax Bolt Q354;4389,0;8;Micromax;;0;;36
2659;Мобильные телефоны;1141849;Мобильный телефон Micromax Bolt Q354;4 389,0;8;Micromax;золотистый;1;;36
2660;Мобильные телефоны;1141849;Мобильный телефон Micromax Bolt Q354;4 389,0;4;Micromax;серебристый;3;;36
2661;Мобильные телефоны;1141849;Мобильный телефон Micromax Bolt Q354;4 389,0;3;Micromax;черный;4;;36
2662;Мобильные телефоны;1141849;Мобильный телефон Micromax Bolt Q354;4 389,0;9;Micromax;бежевый;19;;36
2663;Мобильные телефоны;1039051;Мобильный телефон Vertex Impress Star;3828,0;9;Vertex;;0;;37
2664;Мобильные телефоны;1039051;Мобильный телефон Vertex Impress Star;3 615,7;14;Vertex;золотистый;1;;37
2665;Мобильные телефоны;1039051;Мобильный телефон Vertex Impress Star;3 894,0;2;Vertex;черный;4;;37
2666;Мобильные телефоны;1240568;Мобильный телефон UleFone Armor 2;17820,0;7;UleFone;;0;;38
2667;Мобильные телефоны;1240568;Мобильный телефон UleFone Armor 2;17 820,0;11;UleFone;золотистый;1;;38
2668;Мобильные телефоны;1240568;Мобильный телефон UleFone Armor 2;17 820,0;4;UleFone;черный;4;;38
2669;Мобильные телефоны;34082;Мобильный телефон Nokia 6260;5498,9;11;Nokia;;0;;6
2670;Мобильные телефоны;34082;Мобильный телефон Nokia 6260;5 498,9;15;Nokia;черный;4;;6
2671;Мобильные телефоны;1144226;Мобильный телефон BQ BQ-5202 Space Lite;9592,0;7;BQ;;0;;18
2672;Мобильные телефоны;1144226;Мобильный телефон BQ BQ-5202 Space Lite;9 889,0;11;BQ;золотистый;1;;18
2673;Мобильные телефоны;1144226;Мобильный телефон BQ BQ-5202 Space Lite;8 211,5;4;BQ;серый;9;;18
2674;Мобильные телефоны;1144226;Мобильный телефон BQ BQ-5202 Space Lite;9 889,0;15;BQ;черный;4;;18
2675;Мобильные телефоны;1025899;Мобильный телефон Elephone R9;14069,0;11;Elephone;;0;;31
2676;Мобильные телефоны;1025899;Мобильный телефон Elephone R9;14 069,0;15;Elephone;синий;6;;31
2677;Мобильные телефоны;652076;Мобильный телефон Meizu Pro 5 32GB;16489,0;14;Meizu;;0;;8
2678;Мобильные телефоны;652076;Мобильный телефон Meizu Pro 5 32GB;16 489,0;2;Meizu;серебристый;3;;8
2679;Мобильные телефоны;1293775;Мобильный телефон BQ BQ-5500L Advance;8379,8;2;BQ;;0;;18
